,overall,value_eur,pace,shooting,passing,dribbling,defending,physic
2758,73,5500000,81.0,70.0,60.0,75.0,24.0,67.0
2759,73,5500000,85.0,67.0,67.0,76.0,28.0,59.0
2760,73,5500000,68.0,70.0,70.0,74.0,38.0,59.0
2761,73,4700000,72.0,45.0,65.0,67.0,69.0,76.0
2763,73,5500000,78.0,66.0,68.0,78.0,41.0,61.0
2765,73,4700000,73.0,40.0,61.0,69.0,72.0,68.0
2767,73,5500000,85.0,72.0,65.0,74.0,34.0,60.0
2768,73,5000000,68.0,69.0,75.0,76.0,51.0,59.0
2769,73,4700000,66.0,48.0,66.0,61.0,73.0,73.0
2770,73,5500000,64.0,68.0,74.0,74.0,56.0,63.0
2771,73,5500000,66.0,69.0,73.0,73.0,57.0,66.0
2772,73,4800000,70.0,44.0,57.0,64.0,72.0,73.0
2773,73,5500000,56.0,71.0,74.0,76.0,57.0,63.0
2774,73,4800000,69.0,30.0,58.0,60.0,73.0,70.0
2775,73,5500000,82.0,67.0,68.0,77.0,47.0,68.0
2776,73,5500000,66.0,61.0,72.0,73.0,66.0,66.0
2777,73,4700000,83.0,45.0,64.0,64.0,69.0,78.0
2778,73,4700000,81.0,67.0,68.0,73.0,68.0,77.0
2779,73,5500000,80.0,72.0,65.0,79.0,31.0,59.0
2780,73,4800000,56.0,25.0,45.0,57.0,70.0,78.0
2781,73,4700000,76.0,62.0,70.0,72.0,69.0,67.0
2782,73,5500000,67.0,73.0,55.0,63.0,26.0,74.0
2783,73,4800000,67.0,53.0,68.0,66.0,73.0,72.0
2784,73,4900000,70.0,52.0,69.0,68.0,70.0,75.0
2785,73,4800000,61.0,50.0,52.0,54.0,74.0,74.0
2787,73,4900000,71.0,64.0,69.0,72.0,71.0,74.0
2788,73,4900000,71.0,65.0,66.0,70.0,72.0,72.0
2789,73,4700000,72.0,31.0,48.0,53.0,70.0,82.0
2790,73,4900000,69.0,53.0,67.0,69.0,70.0,81.0
2791,73,5500000,82.0,64.0,69.0,74.0,57.0,68.0
2792,73,4700000,73.0,52.0,69.0,71.0,71.0,73.0
2793,73,5000000,66.0,67.0,70.0,74.0,63.0,70.0
2794,73,4700000,75.0,36.0,63.0,72.0,69.0,72.0
2795,73,4700000,63.0,56.0,69.0,65.0,74.0,64.0
2796,73,4800000,63.0,45.0,51.0,60.0,72.0,79.0
2797,73,4900000,77.0,59.0,67.0,67.0,70.0,73.0
2798,73,4900000,60.0,38.0,61.0,60.0,72.0,73.0
2799,73,4700000,75.0,51.0,70.0,73.0,71.0,67.0
2800,73,5500000,67.0,71.0,45.0,65.0,28.0,80.0
2801,73,4700000,82.0,60.0,66.0,76.0,65.0,66.0
2802,73,5500000,74.0,70.0,66.0,69.0,45.0,72.0
2803,73,5500000,80.0,67.0,70.0,74.0,29.0,56.0
2804,73,4600000,60.0,28.0,56.0,59.0,73.0,72.0
2805,73,4500000,77.0,64.0,65.0,72.0,70.0,72.0
2809,73,4600000,53.0,36.0,55.0,53.0,73.0,67.0
2810,73,4600000,75.0,57.0,68.0,68.0,71.0,75.0
2811,73,4600000,33.0,39.0,59.0,47.0,73.0,77.0
2812,73,5000000,71.0,66.0,69.0,76.0,46.0,51.0
2813,73,5000000,83.0,68.0,68.0,75.0,40.0,64.0
2814,73,5500000,74.0,67.0,66.0,68.0,69.0,86.0
2815,73,4600000,62.0,33.0,51.0,54.0,72.0,68.0
2816,73,4700000,64.0,33.0,55.0,58.0,74.0,72.0
2817,73,5000000,82.0,67.0,66.0,73.0,58.0,69.0
2818,73,5500000,49.0,72.0,62.0,66.0,30.0,83.0
2819,73,4700000,66.0,57.0,63.0,67.0,71.0,77.0
2820,73,4700000,76.0,58.0,65.0,67.0,70.0,78.0
2821,73,5000000,73.0,75.0,62.0,72.0,20.0,61.0
2822,73,4700000,67.0,69.0,68.0,71.0,72.0,70.0
2823,73,5000000,66.0,74.0,72.0,71.0,43.0,72.0
2825,73,0,72.0,46.0,63.0,67.0,69.0,79.0
2826,73,4500000,88.0,54.0,63.0,73.0,69.0,69.0
2827,73,4700000,46.0,46.0,59.0,62.0,73.0,74.0
2828,73,4600000,47.0,50.0,57.0,59.0,73.0,76.0
2829,73,4900000,39.0,61.0,68.0,65.0,70.0,75.0
2830,73,4300000,48.0,43.0,64.0,66.0,72.0,71.0
2832,73,5000000,64.0,71.0,61.0,67.0,32.0,69.0
2833,73,5000000,60.0,61.0,76.0,73.0,64.0,66.0
2834,73,4400000,71.0,33.0,59.0,63.0,71.0,79.0
2835,73,5000000,83.0,69.0,68.0,77.0,54.0,61.0
2836,73,4300000,57.0,36.0,54.0,54.0,72.0,72.0
2837,73,4400000,58.0,51.0,60.0,62.0,73.0,72.0
2839,73,4400000,67.0,53.0,64.0,70.0,74.0,67.0
2840,73,4400000,38.0,45.0,50.0,47.0,75.0,77.0
2841,73,5000000,69.0,73.0,74.0,69.0,43.0,70.0
2842,73,4400000,62.0,45.0,48.0,56.0,69.0,80.0
2843,73,5000000,87.0,67.0,65.0,75.0,30.0,60.0
2845,73,4400000,53.0,27.0,59.0,64.0,73.0,73.0
2846,73,5000000,58.0,74.0,52.0,67.0,29.0,75.0
2847,73,4500000,70.0,49.0,65.0,68.0,72.0,69.0
2849,73,4500000,70.0,54.0,54.0,64.0,72.0,70.0
2850,73,5000000,87.0,70.0,57.0,73.0,36.0,71.0
2851,73,5000000,70.0,72.0,65.0,76.0,27.0,68.0
2852,73,4400000,64.0,51.0,60.0,64.0,72.0,76.0
2853,73,5000000,70.0,69.0,73.0,75.0,53.0,53.0
2854,73,4400000,59.0,50.0,52.0,50.0,71.0,81.0
2855,73,4500000,67.0,55.0,65.0,69.0,75.0,76.0
2856,73,5000000,58.0,74.0,77.0,78.0,34.0,70.0
2857,73,4400000,60.0,46.0,60.0,63.0,70.0,76.0
2858,73,5000000,75.0,72.0,69.0,76.0,51.0,68.0
2859,73,4400000,36.0,37.0,44.0,51.0,74.0,75.0
2860,73,5000000,68.0,64.0,73.0,71.0,63.0,62.0
2861,73,5000000,68.0,71.0,73.0,74.0,43.0,53.0
2862,73,4500000,81.0,59.0,67.0,65.0,70.0,81.0
2863,73,5000000,83.0,70.0,60.0,73.0,39.0,67.0
2864,73,4500000,58.0,46.0,56.0,54.0,74.0,83.0
2866,73,4400000,85.0,57.0,69.0,74.0,69.0,71.0
2867,73,4300000,46.0,30.0,47.0,53.0,73.0,77.0
2868,73,4400000,51.0,49.0,60.0,65.0,73.0,84.0
2869,73,5000000,74.0,72.0,63.0,71.0,36.0,72.0
2870,73,5000000,84.0,67.0,69.0,77.0,38.0,57.0
2871,73,4900000,76.0,61.0,70.0,76.0,63.0,74.0
2872,73,5000000,90.0,63.0,68.0,80.0,54.0,57.0
2873,73,5000000,74.0,72.0,46.0,64.0,26.0,70.0
2874,73,4500000,75.0,54.0,64.0,64.0,73.0,73.0
2875,73,5000000,73.0,65.0,71.0,71.0,61.0,76.0
2876,73,4500000,74.0,49.0,52.0,60.0,74.0,69.0
2877,73,5000000,76.0,73.0,69.0,73.0,38.0,66.0
2878,73,4300000,87.0,44.0,64.0,69.0,67.0,72.0
2879,73,4900000,88.0,71.0,59.0,75.0,36.0,78.0
2880,73,4300000,59.0,69.0,70.0,75.0,66.0,74.0
2882,73,4300000,64.0,68.0,72.0,71.0,71.0,77.0
2883,73,4200000,71.0,56.0,64.0,61.0,73.0,71.0
2884,73,4900000,78.0,73.0,65.0,75.0,33.0,62.0
2885,73,4800000,69.0,65.0,74.0,74.0,59.0,58.0
2886,73,4900000,79.0,71.0,68.0,76.0,54.0,64.0
2887,73,4300000,61.0,48.0,66.0,66.0,73.0,74.0
2888,73,4900000,90.0,69.0,68.0,78.0,35.0,53.0
2889,73,4900000,83.0,68.0,60.0,73.0,30.0,71.0
2890,73,4300000,69.0,63.0,62.0,71.0,69.0,77.0
2891,73,4800000,69.0,68.0,74.0,75.0,46.0,48.0
2892,73,4800000,68.0,61.0,66.0,73.0,72.0,78.0
2893,73,4900000,73.0,72.0,58.0,67.0,38.0,76.0
2894,73,0,56.0,34.0,43.0,42.0,74.0,83.0
2895,73,4400000,59.0,62.0,66.0,64.0,71.0,77.0
2896,73,4900000,74.0,71.0,70.0,73.0,38.0,63.0
2897,73,4900000,81.0,71.0,59.0,72.0,36.0,71.0
2898,73,4800000,70.0,67.0,70.0,72.0,67.0,74.0
2899,73,4200000,60.0,32.0,45.0,42.0,73.0,82.0
2900,73,4000000,53.0,39.0,61.0,59.0,73.0,79.0
2901,73,4900000,51.0,70.0,67.0,69.0,44.0,77.0
2902,73,4800000,57.0,69.0,73.0,72.0,64.0,65.0
2903,73,4800000,68.0,69.0,70.0,71.0,69.0,76.0
2904,73,4900000,86.0,74.0,66.0,76.0,34.0,64.0
2905,73,4800000,76.0,73.0,69.0,76.0,36.0,62.0
2906,73,4200000,58.0,36.0,53.0,54.0,73.0,77.0
2907,73,4600000,75.0,67.0,72.0,75.0,52.0,60.0
2908,73,4700000,69.0,73.0,58.0,70.0,30.0,62.0
2909,73,4500000,72.0,64.0,73.0,75.0,66.0,74.0
2912,73,4500000,78.0,60.0,66.0,76.0,63.0,75.0
2913,73,3900000,53.0,35.0,56.0,49.0,70.0,79.0
2914,73,3800000,34.0,40.0,48.0,52.0,76.0,69.0
2915,73,4000000,68.0,50.0,67.0,68.0,71.0,75.0
2916,73,4000000,75.0,53.0,70.0,70.0,70.0,65.0
2917,73,3900000,46.0,51.0,47.0,41.0,74.0,74.0
2918,73,3900000,52.0,35.0,50.0,55.0,73.0,74.0
2919,73,4600000,67.0,71.0,70.0,71.0,56.0,78.0
2920,73,4600000,81.0,74.0,67.0,73.0,35.0,59.0
2921,73,3900000,66.0,41.0,58.0,62.0,71.0,77.0
2922,73,4000000,63.0,34.0,53.0,45.0,73.0,77.0
2923,73,4500000,70.0,67.0,73.0,74.0,58.0,62.0
2924,73,4700000,93.0,69.0,63.0,73.0,30.0,57.0
2925,73,4700000,85.0,70.0,63.0,77.0,33.0,71.0
2926,73,3800000,67.0,38.0,54.0,53.0,72.0,76.0
2927,73,4600000,71.0,64.0,73.0,76.0,42.0,66.0
2928,73,4000000,60.0,59.0,68.0,69.0,67.0,75.0
2930,73,4700000,77.0,70.0,70.0,74.0,64.0,71.0
2931,73,4000000,79.0,56.0,68.0,75.0,67.0,74.0
2932,73,4700000,71.0,73.0,62.0,68.0,33.0,68.0
2933,73,4600000,72.0,59.0,73.0,73.0,60.0,65.0
2934,73,4200000,74.0,57.0,64.0,74.0,69.0,78.0
2935,73,3900000,68.0,52.0,59.0,60.0,72.0,72.0
2937,73,4100000,73.0,40.0,65.0,65.0,72.0,83.0
2938,73,4100000,81.0,35.0,63.0,73.0,69.0,71.0
2939,73,4700000,76.0,65.0,70.0,78.0,25.0,52.0
2940,73,4000000,75.0,54.0,67.0,67.0,70.0,75.0
2941,73,4700000,92.0,72.0,63.0,77.0,37.0,64.0
2942,73,4700000,52.0,74.0,52.0,67.0,45.0,83.0
2943,73,3900000,61.0,33.0,52.0,48.0,74.0,77.0
2944,73,3800000,61.0,30.0,53.0,44.0,72.0,80.0
2945,73,3900000,61.0,43.0,56.0,55.0,71.0,80.0
2946,73,4000000,67.0,52.0,77.0,71.0,70.0,74.0
2947,73,4700000,69.0,71.0,53.0,68.0,35.0,76.0
2948,73,4800000,69.0,69.0,71.0,74.0,73.0,74.0
2949,73,4700000,90.0,76.0,67.0,75.0,50.0,60.0
2950,73,4700000,68.0,55.0,72.0,75.0,49.0,63.0
2951,73,4500000,68.0,74.0,75.0,75.0,57.0,68.0
2952,73,4200000,48.0,33.0,41.0,51.0,73.0,70.0
2953,73,4700000,80.0,65.0,69.0,78.0,73.0,70.0
2954,73,4100000,85.0,64.0,69.0,73.0,69.0,71.0
2955,73,3900000,48.0,36.0,53.0,51.0,72.0,77.0
2956,73,3900000,54.0,30.0,42.0,47.0,72.0,76.0
2957,73,4700000,91.0,73.0,65.0,70.0,27.0,78.0
2958,73,4000000,66.0,45.0,58.0,59.0,73.0,74.0
2959,73,4000000,74.0,38.0,62.0,64.0,72.0,72.0
2960,73,4800000,82.0,69.0,65.0,71.0,45.0,66.0
2961,73,4700000,79.0,69.0,60.0,66.0,25.0,74.0
2963,73,0,32.0,33.0,43.0,51.0,76.0,65.0
2966,73,800000,61.0,42.0,54.0,51.0,72.0,72.0
2968,73,1800000,55.0,74.0,55.0,63.0,32.0,76.0
2969,73,1400000,70.0,74.0,63.0,76.0,30.0,59.0
2971,73,1800000,65.0,74.0,62.0,70.0,37.0,69.0
2972,73,1900000,48.0,71.0,77.0,71.0,64.0,62.0
2973,73,1800000,64.0,63.0,77.0,73.0,42.0,63.0
2974,73,1800000,49.0,73.0,71.0,79.0,37.0,53.0
2975,73,800000,37.0,67.0,64.0,64.0,71.0,81.0
2976,73,1800000,79.0,70.0,61.0,71.0,37.0,68.0
2977,73,1800000,49.0,67.0,76.0,70.0,75.0,68.0
2979,73,1200000,54.0,48.0,58.0,61.0,72.0,75.0
2980,73,800000,42.0,43.0,62.0,52.0,72.0,72.0
2981,73,1300000,53.0,70.0,72.0,70.0,58.0,69.0
2982,73,1900000,40.0,65.0,68.0,66.0,72.0,77.0
2983,73,1300000,38.0,60.0,67.0,65.0,73.0,72.0
2985,73,1100000,66.0,51.0,68.0,71.0,75.0,69.0
2987,73,1500000,36.0,39.0,56.0,46.0,72.0,76.0
2989,73,3800000,68.0,64.0,71.0,75.0,53.0,61.0
2990,73,2400000,76.0,71.0,72.0,78.0,44.0,61.0
2992,73,3000000,76.0,67.0,72.0,71.0,65.0,75.0
2993,73,1900000,32.0,47.0,52.0,42.0,74.0,68.0
2995,73,2300000,34.0,72.0,71.0,67.0,72.0,73.0
2997,73,725000,61.0,49.0,64.0,58.0,76.0,77.0
2998,73,3200000,65.0,72.0,70.0,70.0,62.0,80.0
2999,73,3000000,54.0,59.0,71.0,68.0,78.0,79.0
3000,73,1800000,66.0,44.0,68.0,70.0,75.0,68.0
3001,73,0,68.0,75.0,66.0,64.0,38.0,66.0
3002,73,3100000,81.0,68.0,68.0,74.0,46.0,71.0
3004,73,3200000,36.0,72.0,62.0,68.0,50.0,79.0
3005,73,4000000,83.0,74.0,69.0,72.0,41.0,82.0
3006,73,1300000,40.0,63.0,72.0,65.0,70.0,78.0
3008,73,3500000,76.0,71.0,66.0,77.0,29.0,66.0
3009,73,3600000,82.0,71.0,67.0,77.0,47.0,68.0
3010,73,2500000,63.0,61.0,72.0,72.0,74.0,64.0
3012,73,1100000,76.0,57.0,68.0,69.0,71.0,69.0
3013,73,800000,38.0,39.0,34.0,42.0,75.0,71.0
3015,73,3400000,73.0,68.0,72.0,74.0,63.0,79.0
3017,73,3600000,68.0,73.0,60.0,68.0,31.0,68.0
3018,73,3300000,49.0,59.0,70.0,67.0,70.0,75.0
3019,73,2600000,50.0,54.0,67.0,69.0,70.0,74.0
3020,73,3900000,59.0,75.0,70.0,69.0,45.0,69.0
3021,73,1500000,53.0,51.0,63.0,54.0,72.0,78.0
3023,73,2400000,64.0,64.0,73.0,72.0,52.0,64.0
3025,73,2500000,67.0,45.0,67.0,68.0,75.0,69.0
3026,73,2600000,38.0,48.0,59.0,46.0,72.0,82.0
3027,73,1900000,70.0,36.0,45.0,49.0,74.0,75.0
3029,73,2100000,70.0,73.0,68.0,68.0,45.0,70.0
3030,73,2600000,31.0,36.0,50.0,39.0,74.0,70.0
3031,73,3800000,79.0,68.0,70.0,70.0,52.0,73.0
3032,73,3700000,55.0,70.0,73.0,73.0,59.0,70.0
3033,73,3100000,69.0,70.0,72.0,74.0,46.0,62.0
3034,73,1200000,52.0,49.0,58.0,59.0,75.0,69.0
3035,73,3200000,66.0,40.0,69.0,69.0,73.0,78.0
3036,73,3000000,48.0,59.0,69.0,67.0,71.0,73.0
3037,73,4000000,78.0,73.0,68.0,79.0,48.0,67.0
3038,73,3200000,66.0,64.0,71.0,73.0,71.0,77.0
3039,73,4000000,51.0,75.0,61.0,64.0,43.0,81.0
3040,73,3700000,75.0,68.0,72.0,76.0,57.0,71.0
3041,73,0,61.0,40.0,55.0,43.0,73.0,79.0
3042,73,1400000,68.0,53.0,71.0,72.0,72.0,61.0
3043,73,2600000,72.0,54.0,64.0,66.0,73.0,75.0
3044,73,3200000,72.0,57.0,62.0,68.0,73.0,73.0
3045,73,3400000,65.0,67.0,71.0,73.0,60.0,64.0
3046,73,3800000,67.0,68.0,72.0,72.0,59.0,63.0
3047,73,3800000,52.0,63.0,65.0,64.0,74.0,81.0
3048,73,3000000,50.0,44.0,51.0,50.0,71.0,84.0
3049,73,1900000,42.0,37.0,54.0,55.0,73.0,72.0
3050,73,1400000,65.0,55.0,65.0,68.0,76.0,71.0
3051,73,3200000,64.0,35.0,55.0,62.0,72.0,73.0
3052,73,3900000,49.0,74.0,51.0,67.0,30.0,69.0
3053,73,0,72.0,45.0,63.0,64.0,72.0,72.0
3055,73,3800000,68.0,67.0,76.0,74.0,48.0,63.0
3056,73,1500000,41.0,51.0,56.0,56.0,72.0,79.0
3057,73,2900000,73.0,56.0,66.0,66.0,70.0,76.0
3058,73,3400000,65.0,70.0,69.0,71.0,65.0,72.0
3059,73,3400000,59.0,71.0,75.0,69.0,66.0,73.0
3060,73,3000000,66.0,58.0,65.0,66.0,71.0,82.0
3061,73,3800000,65.0,69.0,72.0,72.0,56.0,78.0
3062,73,3400000,35.0,25.0,46.0,34.0,74.0,74.0
3063,73,3200000,47.0,24.0,49.0,44.0,74.0,73.0
3064,73,3200000,66.0,67.0,73.0,74.0,73.0,68.0
3065,73,3300000,70.0,67.0,67.0,67.0,68.0,81.0
3066,73,3400000,63.0,31.0,49.0,57.0,72.0,79.0
3067,73,3800000,75.0,72.0,69.0,73.0,42.0,70.0
3068,73,3500000,67.0,71.0,71.0,74.0,64.0,76.0
3069,73,3200000,66.0,43.0,57.0,59.0,72.0,79.0
3070,73,3100000,81.0,69.0,68.0,73.0,46.0,75.0
3071,73,1500000,53.0,44.0,46.0,53.0,74.0,73.0
3073,73,3600000,66.0,74.0,51.0,66.0,30.0,74.0
3074,73,1900000,34.0,62.0,65.0,50.0,75.0,77.0
3075,73,4000000,78.0,69.0,70.0,79.0,40.0,62.0
3076,73,3400000,68.0,72.0,68.0,72.0,69.0,81.0
3077,73,3300000,58.0,52.0,66.0,66.0,76.0,71.0
3079,73,3400000,61.0,53.0,62.0,60.0,71.0,80.0
3080,73,3900000,69.0,72.0,53.0,72.0,36.0,76.0
3081,73,4000000,68.0,70.0,72.0,73.0,66.0,74.0
3082,73,2500000,64.0,75.0,67.0,72.0,42.0,65.0
3083,73,4200000,69.0,74.0,74.0,73.0,46.0,69.0
3084,73,3000000,42.0,52.0,59.0,52.0,73.0,69.0
3085,73,3900000,56.0,72.0,72.0,72.0,43.0,69.0
3086,73,4000000,71.0,69.0,74.0,78.0,36.0,60.0
3087,73,2900000,72.0,67.0,72.0,70.0,70.0,72.0
3088,73,1500000,66.0,53.0,65.0,70.0,71.0,78.0
3089,73,3500000,79.0,65.0,70.0,72.0,61.0,71.0
3090,73,3800000,62.0,63.0,70.0,69.0,72.0,78.0
3091,73,4000000,77.0,70.0,57.0,73.0,27.0,73.0
3092,73,0,53.0,62.0,67.0,69.0,70.0,74.0
3093,73,3800000,80.0,73.0,68.0,71.0,38.0,81.0
3094,73,2400000,76.0,72.0,74.0,73.0,43.0,64.0
3095,73,4300000,70.0,73.0,61.0,70.0,37.0,74.0
3096,73,3900000,77.0,70.0,72.0,74.0,34.0,61.0
3097,73,3500000,86.0,64.0,70.0,75.0,54.0,68.0
3098,73,3100000,73.0,69.0,70.0,74.0,61.0,68.0
3099,73,3500000,67.0,72.0,77.0,70.0,56.0,64.0
3100,73,3100000,82.0,68.0,66.0,77.0,35.0,64.0
3101,73,3200000,35.0,38.0,57.0,53.0,72.0,81.0
3102,73,3300000,51.0,45.0,69.0,72.0,74.0,69.0
3103,73,1900000,69.0,63.0,68.0,67.0,70.0,75.0
3104,73,0,79.0,69.0,62.0,74.0,39.0,83.0
3105,73,4000000,71.0,62.0,70.0,71.0,68.0,72.0
3106,73,3000000,44.0,35.0,47.0,56.0,71.0,77.0
3108,73,3300000,65.0,55.0,67.0,61.0,70.0,77.0
3109,73,3100000,78.0,71.0,69.0,76.0,46.0,65.0
3110,73,2600000,68.0,33.0,55.0,58.0,72.0,76.0
3111,73,3600000,61.0,71.0,63.0,69.0,46.0,80.0
3112,73,2600000,51.0,49.0,64.0,54.0,73.0,74.0
3113,73,3200000,62.0,53.0,64.0,61.0,72.0,74.0
3114,73,1800000,58.0,72.0,66.0,66.0,46.0,74.0
3115,73,2500000,76.0,63.0,71.0,70.0,72.0,66.0
3116,73,2400000,76.0,72.0,64.0,76.0,24.0,69.0
3118,73,4000000,66.0,72.0,70.0,72.0,64.0,77.0
3119,73,3600000,88.0,71.0,67.0,74.0,41.0,70.0
3120,73,4200000,76.0,70.0,70.0,76.0,36.0,54.0
3122,73,4100000,70.0,72.0,51.0,62.0,28.0,84.0
3123,73,3400000,68.0,38.0,66.0,66.0,73.0,73.0
3124,73,3200000,67.0,61.0,68.0,73.0,71.0,73.0
3125,73,4100000,77.0,70.0,63.0,71.0,36.0,73.0
3126,73,3800000,59.0,70.0,72.0,71.0,56.0,71.0
3127,73,3300000,71.0,61.0,67.0,71.0,70.0,68.0
3128,73,1900000,64.0,26.0,51.0,62.0,74.0,68.0
3129,73,3400000,80.0,65.0,70.0,76.0,70.0,61.0
3131,73,3400000,64.0,42.0,58.0,65.0,70.0,77.0
3132,73,3000000,58.0,38.0,59.0,65.0,72.0,76.0
3133,73,2400000,63.0,68.0,68.0,74.0,55.0,64.0
3135,73,3000000,37.0,46.0,55.0,50.0,73.0,75.0
3136,73,4100000,62.0,74.0,58.0,69.0,39.0,78.0
3137,73,1400000,62.0,74.0,67.0,70.0,34.0,71.0
3138,73,4200000,80.0,67.0,68.0,74.0,44.0,51.0
3139,73,3600000,53.0,60.0,72.0,69.0,67.0,78.0
3140,73,3400000,75.0,60.0,71.0,71.0,69.0,67.0
3141,73,3200000,46.0,36.0,56.0,56.0,72.0,73.0
3142,73,4000000,75.0,69.0,70.0,75.0,25.0,59.0
3143,73,4100000,70.0,72.0,66.0,70.0,42.0,69.0
3144,73,3400000,75.0,54.0,65.0,70.0,71.0,76.0
3145,73,2600000,50.0,38.0,58.0,55.0,72.0,78.0
3146,73,3200000,69.0,62.0,71.0,68.0,68.0,76.0
3147,73,4000000,71.0,70.0,72.0,74.0,42.0,60.0
3148,73,4100000,69.0,72.0,55.0,69.0,33.0,72.0
3149,73,2500000,51.0,73.0,63.0,62.0,43.0,76.0
3150,73,4000000,59.0,58.0,69.0,71.0,73.0,68.0
3151,73,2900000,70.0,51.0,65.0,74.0,69.0,62.0
3152,73,3400000,67.0,62.0,69.0,69.0,72.0,73.0
3153,73,3300000,78.0,41.0,65.0,66.0,70.0,73.0
3154,73,3800000,74.0,65.0,72.0,75.0,64.0,68.0
3155,73,4100000,77.0,71.0,65.0,73.0,37.0,66.0
3156,73,3600000,69.0,71.0,69.0,72.0,36.0,75.0
3157,73,3200000,76.0,54.0,68.0,72.0,69.0,77.0
3158,73,3700000,85.0,56.0,65.0,70.0,70.0,72.0
3159,73,3500000,85.0,64.0,71.0,76.0,44.0,63.0
3160,73,3700000,33.0,62.0,71.0,66.0,71.0,71.0
3161,73,3900000,78.0,73.0,72.0,75.0,33.0,55.0
3162,73,3200000,52.0,53.0,63.0,61.0,72.0,77.0
3163,73,3300000,68.0,64.0,75.0,68.0,69.0,67.0
3165,73,3200000,72.0,72.0,68.0,72.0,35.0,70.0
3166,73,3800000,78.0,63.0,71.0,79.0,58.0,56.0
3167,73,3300000,72.0,55.0,66.0,71.0,73.0,69.0
3168,73,4000000,75.0,61.0,71.0,77.0,66.0,73.0
3169,73,2900000,63.0,56.0,67.0,71.0,74.0,71.0
3170,73,3400000,66.0,59.0,59.0,55.0,71.0,79.0
3171,73,4300000,73.0,68.0,70.0,77.0,29.0,67.0
3172,73,3600000,68.0,73.0,60.0,68.0,31.0,70.0
3173,73,4000000,77.0,69.0,70.0,76.0,32.0,53.0
3174,73,4200000,76.0,64.0,72.0,76.0,25.0,60.0
3175,73,3600000,73.0,56.0,70.0,64.0,73.0,78.0
3176,73,3600000,63.0,71.0,56.0,65.0,33.0,78.0
3177,73,3400000,49.0,49.0,43.0,41.0,71.0,82.0
3178,73,4000000,69.0,68.0,72.0,75.0,31.0,58.0
3179,73,3400000,75.0,59.0,68.0,70.0,68.0,67.0
3180,73,3900000,81.0,71.0,67.0,73.0,51.0,78.0
3181,73,3100000,86.0,70.0,68.0,75.0,44.0,67.0
3182,73,3000000,54.0,33.0,48.0,50.0,73.0,72.0
3183,73,4300000,81.0,64.0,69.0,77.0,40.0,50.0
3184,73,2400000,81.0,68.0,70.0,75.0,57.0,60.0
3185,73,4300000,91.0,59.0,66.0,77.0,34.0,52.0
3186,73,4000000,88.0,60.0,67.0,77.0,27.0,46.0
3187,73,4100000,89.0,72.0,64.0,74.0,21.0,64.0
3189,73,3400000,54.0,33.0,35.0,40.0,75.0,74.0
3190,73,3200000,54.0,49.0,56.0,58.0,72.0,77.0
3191,73,4300000,74.0,72.0,60.0,61.0,27.0,73.0
3192,73,4000000,68.0,64.0,72.0,74.0,65.0,70.0
3193,73,4000000,65.0,68.0,75.0,72.0,46.0,70.0
3194,73,3800000,63.0,74.0,73.0,71.0,59.0,71.0
3195,73,3400000,51.0,28.0,51.0,52.0,71.0,84.0
3196,73,4300000,65.0,69.0,49.0,65.0,25.0,75.0
3197,73,3900000,81.0,70.0,66.0,74.0,25.0,63.0
3199,73,4000000,73.0,72.0,55.0,72.0,29.0,69.0
3200,73,4000000,76.0,71.0,58.0,66.0,44.0,81.0
3201,73,3400000,84.0,62.0,67.0,71.0,67.0,71.0
3202,73,4100000,85.0,68.0,67.0,78.0,30.0,56.0
3203,73,4000000,93.0,66.0,62.0,76.0,41.0,50.0
3204,73,4300000,67.0,73.0,64.0,69.0,27.0,71.0
3205,73,4200000,81.0,69.0,66.0,76.0,45.0,75.0
3206,73,3200000,75.0,33.0,60.0,68.0,72.0,68.0
3207,73,3900000,74.0,70.0,71.0,75.0,43.0,60.0
3208,73,4000000,69.0,67.0,71.0,78.0,32.0,53.0
3209,73,3500000,78.0,67.0,70.0,73.0,59.0,61.0
3210,73,4000000,81.0,71.0,71.0,75.0,44.0,59.0
3211,73,4000000,73.0,71.0,57.0,73.0,24.0,64.0
3212,73,4200000,74.0,72.0,72.0,73.0,42.0,62.0
3213,73,3400000,65.0,63.0,73.0,72.0,67.0,78.0
3214,73,3200000,63.0,73.0,48.0,64.0,33.0,76.0
3215,73,4100000,88.0,67.0,67.0,73.0,53.0,66.0
3216,73,3900000,48.0,71.0,59.0,63.0,43.0,79.0
3217,73,3900000,79.0,70.0,67.0,71.0,35.0,82.0
3218,73,4200000,78.0,71.0,65.0,74.0,40.0,67.0
3219,73,3900000,74.0,67.0,69.0,76.0,36.0,64.0
3220,73,3900000,78.0,73.0,62.0,75.0,37.0,68.0
3221,73,0,78.0,67.0,66.0,72.0,69.0,84.0
3222,73,3900000,81.0,72.0,67.0,77.0,34.0,75.0
3223,73,3900000,88.0,63.0,67.0,76.0,43.0,65.0
3224,73,1500000,68.0,48.0,51.0,55.0,73.0,77.0
3225,73,4200000,90.0,67.0,64.0,78.0,29.0,65.0
3226,73,3600000,75.0,49.0,65.0,68.0,72.0,77.0
3227,73,3900000,79.0,69.0,71.0,74.0,42.0,57.0
3228,73,3400000,69.0,74.0,71.0,73.0,68.0,75.0
3229,73,3400000,75.0,63.0,75.0,68.0,68.0,71.0
3230,73,3100000,80.0,70.0,66.0,74.0,24.0,69.0
